#Table1
modelMag_u,modelMag_g,modelMag_r
19.5624,18.48648,18.00603
21.156,18.49582,17.05442
20.08918,18.73937,18.24146
19.84476,18.16637,17.43111
19.62561,18.45458,17.98421
19.67095,18.1363,17.56091
19.23152,18.31974,18.01758
19.55753,18.47391,18.06715
20.70468,18.01768,16.54135
20.93568,18.61581,17.60096
20.79192,18.08168,16.62009
19.5327,18.62861,18.3446
21.25844,18.42331,17.10958
19.44616,18.22687,17.74503
19.78433,18.09959,17.43615
20.07335,18.92974,18.47928
19.51188,18.09806,17.53569
20.77213,18.27353,16.83102
19.80368,18.7884,18.35498
20.3408,18.09629,17.20816
20.68203,18.18418,17.05809
20.84778,18.27801,17.02354
20.87231,18.33304,16.93943
20.36526,18.51221,17.74315
20.1891,18.46799,17.75354
21.15431,18.39486,16.9092
21.5919,18.99658,17.61923
21.33549,18.62567,17.19547
20.59828,18.29032,17.35495
20.40384,18.42224,17.5689
19.08901,18.06868,17.72621
20.75778,18.09541,16.60467
20.46297,18.5169,17.71161
21.63415,18.89757,17.50818
